duration,protocol_type,service,flag,src_bytes,dst_bytes,wrong_fragment,urgent,hot,num_failed_logins,num_compromised,num_root,count,srv_count,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,attack_type
0.0,icmp,private,REJ,512.0,0,3,0,0,0,0,0,201,398,0.98,0.0,1.0,0.0,255,172,DoS
0.0,tcp,other,S0,1024.0,0,3,0,0,0,0,0,491,362,0.96,0.14,0.9,0.06,255,196,DoS
1.24,tcp,smtp,SF,877.0,6319,0,0,0,0,0,0,4,6,0.3,0.0,0.82,0.04,72,57,Normal
2.91,tcp,dns,SF,1292.0,15168,0,0,0,0,0,0,18,11,0.17,0.0,0.98,0.04,89,217,Normal
0.93,udp,ftp,SF,1820.0,162,0,0,0,0,0,0,34,17,0.0,0.0,0.92,0.15,42,51,Normal
0.0,tcp,http,S0,0.0,0,0,0,0,0,0,0,461,190,1.0,0.14,0.85,0.04,255,30,DoS
2.5,tcp,dns,SF,120.0,202,0,0,0,0,0,0,23,27,0.0,0.0,0.98,0.13,37,96,Normal
2.22,tcp,ftp,SF,296.0,6211,0,0,0,0,0,0,18,18,0.0,0.0,0.98,0.06,69,121,Normal
0.13,tcp,http,REJ,60.0,0,0,0,0,0,0,0,296,1,0.56,0.79,0.16,0.76,155,1,PortScan
0.18,tcp,private,REJ,0.0,0,0,0,0,0,0,0,241,4,0.26,0.58,0.05,0.98,249,16,PortScan
35.95,tcp,private,SF,353.0,123,0,0,0,0,0,0,148,47,0.23,0.11,0.49,0.58,255,13,Botnet
0.0,tcp,http,S0,0.0,0,0,0,0,0,0,0,480,466,0.85,0.15,0.94,0.02,255,74,DoS
0.5,tcp,http,SF,855.0,1207,0,0,0,0,0,0,2,19,0.0,0.01,0.81,0.11,18,184,Normal
1.23,tcp,dns,S0,900.0,1685,0,0,0,0,0,0,17,30,0.05,0.0,1.0,0.07,16,69,Normal
0.0,udp,other,S0,1024.0,0,0,0,0,0,0,0,442,161,0.96,0.05,0.87,0.03,255,85,DoS
0.04,tcp,ssh,REJ,60.0,0,0,0,0,0,0,0,60,4,0.52,0.61,0.17,0.83,203,14,PortScan
2.71,tcp,ssh,SF,1399.0,3153,0,0,0,0,0,0,6,18,0.04,0.0,0.83,0.02,66,175,Normal
1.04,udp,smtp,SF,3121.0,1306,0,0,0,0,0,0,18,27,0.01,0.0,0.89,0.13,61,182,Normal
2.49,tcp,http,SF,502.0,8043,0,0,0,0,0,0,34,11,0.0,0.15,0.88,0.15,87,89,Normal
1.51,tcp,ftp,SF,1080.0,783,0,0,0,0,0,0,3,5,0.0,0.02,0.93,0.0,99,240,Normal
2.79,tcp,other,SF,744.0,207,0,0,0,0,0,0,12,14,0.0,0.0,0.8,0.15,80,166,Normal
4.64,udp,other,SF,682.0,215,0,0,0,0,0,0,30,13,0.0,0.0,0.84,0.01,95,160,Normal
1.21,tcp,ftp,S0,4762.0,7863,0,0,0,0,0,0,16,5,0.0,0.0,0.84,0.12,30,170,Normal
35.32,udp,dns,SF,213.0,204,0,0,0,0,0,0,36,25,0.11,0.18,0.49,0.26,255,21,Botnet
0.12,udp,ssh,SF,493.0,3101,0,0,0,0,0,0,28,20,0.0,0.0,0.99,0.1,95,139,Normal
1.12,tcp,ssh,SF,1066.0,1110,0,0,0,0,0,0,32,3,0.0,0.0,0.92,0.05,47,202,Normal
8.71,tcp,ssh,REJ,219.0,609,0,0,2,4,1,0,20,46,0.04,0.14,0.83,0.07,20,137,BruteForce
6.97,tcp,ssh,SF,719.0,623,0,0,5,5,1,0,19,77,0.16,0.27,0.84,0.0,131,29,BruteForce
1.37,udp,http,SF,1820.0,3538,0,0,0,0,0,0,30,7,0.0,0.0,0.96,0.15,51,227,Normal
7.51,tcp,ssh,SF,374.0,261,0,0,2,2,0,0,78,49,0.07,0.25,0.84,0.09,54,91,BruteForce
0.62,tcp,smtp,SF,2579.0,8886,0,0,0,0,0,0,1,21,0.0,0.0,0.86,0.03,45,135,Normal
0.14,tcp,http,REJ,0.0,0,0,0,0,0,0,0,53,4,0.55,0.96,0.04,0.96,136,17,PortScan
13.32,tcp,ftp,SF,641.0,549,0,0,1,4,0,0,35,23,0.19,0.23,0.93,0.02,25,58,BruteForce
7.6,udp,ssh,SF,1588.0,4496,0,0,0,0,0,0,28,30,0.0,0.04,0.89,0.09,67,240,Normal
3.69,tcp,dns,SF,2305.0,256,0,0,0,0,0,0,19,19,0.01,0.0,0.84,0.11,75,226,Normal
1.68,tcp,ftp,SF,472.0,3217,0,0,0,0,0,0,25,32,0.0,0.0,0.9,0.05,19,151,Normal
0.12,tcp,smtp,SF,1894.0,1773,0,0,0,0,0,0,15,32,0.0,0.15,0.85,0.01,61,157,Normal
0.0,tcp,other,S0,0.0,0,0,0,0,0,0,0,264,452,0.82,0.12,0.94,0.02,255,225,DoS
0.0,tcp,other,S0,1024.0,0,0,0,0,0,0,0,451,346,0.95,0.06,0.99,0.09,255,46,DoS
0.25,udp,smtp,S0,2576.0,9000,0,0,0,0,0,0,18,22,0.0,0.0,0.97,0.02,14,244,Normal
0.33,udp,http,SF,2589.0,13508,0,0,0,0,0,0,24,29,0.0,0.01,0.91,0.05,33,143,Normal
12.11,tcp,smtp,REJ,501.0,161,0,0,1,4,0,0,16,88,0.1,0.05,0.88,0.01,118,126,BruteForce
1.41,tcp,ssh,SF,1532.0,9695,0,0,0,0,0,0,2,22,0.0,0.04,0.95,0.02,53,84,Normal
9.58,tcp,smtp,REJ,577.0,767,0,0,2,2,2,0,12,79,0.13,0.37,0.98,0.08,100,118,BruteForce
0.57,udp,smtp,SF,1911.0,18359,0,0,0,0,0,0,34,27,0.0,0.0,0.84,0.01,76,56,Normal
0.8,tcp,dns,SF,90.0,367,0,0,0,0,0,0,20,20,0.0,0.0,0.84,0.09,83,197,Normal
5.9,tcp,smtp,SF,1810.0,7311,0,0,0,0,0,0,25,7,0.02,0.0,0.84,0.1,21,155,Normal
0.44,tcp,ftp,S0,40.0,0,0,0,0,0,0,0,275,1,0.37,0.56,0.14,0.87,163,7,PortScan
0.14,tcp,other,REJ,40.0,0,0,0,0,0,0,0,192,7,0.28,0.51,0.02,0.85,108,8,PortScan
0.24,tcp,ftp,RSTO,0.0,0,0,0,0,0,0,0,132,2,0.79,0.67,0.11,0.91,217,7,PortScan
0.0,tcp,http,S0,0.0,0,1,0,0,0,0,0,204,254,0.89,0.06,0.95,0.06,255,183,DoS
0.01,tcp,http,S0,2336.0,24004,0,0,0,0,0,0,8,33,0.0,0.02,0.87,0.02,56,232,Normal
0.0,tcp,private,REJ,512.0,0,1,0,0,0,0,0,423,247,0.89,0.16,0.92,0.07,255,27,DoS
0.0,tcp,http,REJ,512.0,0,0,0,0,0,0,0,252,242,0.96,0.05,0.91,0.09,255,35,DoS
0.94,tcp,ssh,SF,238.0,9288,0,0,0,0,0,0,19,7,0.0,0.0,0.84,0.09,51,233,Normal
2.29,tcp,other,SF,460.0,15363,0,0,0,0,0,0,3,34,0.0,0.0,0.82,0.02,71,219,Normal
0.9,tcp,dns,SF,817.0,6349,0,0,0,0,0,0,28,20,0.0,0.0,0.99,0.14,76,191,Normal
0.0,udp,http,S0,64.0,0,0,0,0,0,0,0,179,221,0.86,0.09,0.9,0.06,255,229,DoS
0.0,icmp,other,REJ,0.0,0,0,0,0,0,0,0,403,165,0.78,0.1,0.96,0.06,255,79,DoS
0.0,tcp,other,S0,512.0,0,0,0,0,0,0,0,182,307,0.87,0.14,0.98,0.02,255,152,DoS
1.61,tcp,other,SF,1296.0,13108,0,0,0,0,0,0,31,22,0.0,0.0,0.91,0.07,96,82,Normal
1.87,tcp,http,SF,2315.0,6773,0,0,0,0,0,0,4,26,0.0,0.01,0.92,0.01,99,161,Normal
50.17,udp,other,SF,307.0,196,0,0,1,0,0,0,98,46,0.3,0.29,0.49,0.57,255,24,Botnet
1.55,tcp,ssh,SF,2052.0,7279,0,0,0,0,0,0,16,10,0.0,0.01,0.89,0.05,36,114,Normal
0.0,icmp,http,S0,1024.0,0,0,0,0,0,0,0,343,483,0.86,0.2,0.87,0.03,255,60,DoS
2.69,udp,ftp,SF,1107.0,13178,0,0,0,0,0,0,5,5,0.25,0.1,0.82,0.13,8,114,Normal
51.84,tcp,other,SF,291.0,165,0,0,0,0,0,0,97,19,0.13,0.13,0.7,0.2,255,33,Botnet
0.34,tcp,other,RSTO,40.0,0,0,0,0,0,0,0,90,9,0.23,0.52,0.1,0.74,247,7,PortScan
0.5,tcp,http,RSTO,40.0,0,0,0,0,0,0,0,77,4,0.63,0.89,0.15,0.77,239,3,PortScan
4.47,tcp,other,SF,794.0,3746,0,0,0,0,0,0,13,17,0.0,0.0,0.95,0.05,92,80,Normal
6.87,tcp,ssh,S0,4405.0,5634,0,0,0,0,0,0,11,16,0.0,0.0,0.89,0.08,7,57,Normal
0.0,tcp,other,S0,0.0,0,0,0,0,0,0,0,477,279,0.87,0.19,0.89,0.08,255,244,DoS
0.0,tcp,http,S0,64.0,0,0,0,0,0,0,0,299,179,0.94,0.1,0.86,0.02,255,19,DoS
0.33,tcp,ftp,SF,2535.0,1517,0,0,0,0,0,0,6,1,0.0,0.0,0.83,0.0,9,58,Normal
0.68,udp,dns,SF,4514.0,5450,0,0,0,0,0,0,1,33,0.0,0.0,1.0,0.14,90,180,Normal
3.47,tcp,ssh,REJ,508.0,1119,0,0,1,2,0,0,85,50,0.15,0.27,0.95,0.04,67,110,BruteForce
0.0,icmp,other,S0,64.0,0,0,0,0,0,0,0,168,289,0.77,0.07,0.89,0.1,255,210,DoS
0.73,tcp,smtp,SF,1322.0,2906,0,0,0,0,0,0,23,28,0.0,0.0,0.88,0.05,13,207,Normal
13.55,tcp,smtp,SF,164.0,3820,0,0,0,0,0,0,1,11,0.0,0.01,0.87,0.09,29,140,Normal
0.19,tcp,other,SF,4967.0,1832,0,0,0,0,0,0,33,20,0.0,0.0,0.97,0.1,74,71,Normal
0.97,udp,ssh,SF,1199.0,5564,0,0,0,0,0,0,18,24,0.0,0.03,0.88,0.06,74,192,Normal
0.0,udp,other,REJ,512.0,0,1,0,0,0,0,0,496,456,0.89,0.14,0.94,0.02,255,172,DoS
0.0,tcp,private,S0,64.0,0,0,0,0,0,0,0,278,271,0.81,0.08,0.91,0.01,255,116,DoS
1.62,udp,smtp,SF,,2283,0,0,0,0,0,0,30,29,0.0,0.0,0.88,0.06,68,239,Normal
0.0,tcp,other,REJ,64.0,0,0,0,0,0,0,0,203,226,0.86,0.04,0.86,0.09,255,230,DoS
0.0,icmp,other,S0,0.0,0,0,0,0,0,0,0,399,255,0.79,0.1,0.92,0.07,255,158,DoS
0.9,tcp,http,SF,1550.0,1408,0,0,0,0,0,0,33,27,0.0,0.54,0.93,0.04,62,63,Normal
1.1,tcp,other,SF,476.0,5326,0,0,0,0,0,0,13,15,0.0,0.0,0.96,0.07,74,80,Normal
5.36,tcp,smtp,REJ,419.0,454,0,0,5,2,2,0,16,55,0.01,0.16,0.82,0.0,53,99,BruteForce
0.15,tcp,http,REJ,60.0,0,0,0,0,0,0,0,161,4,0.54,0.96,0.13,0.74,139,11,PortScan
8.29,tcp,smtp,SF,669.0,696,0,0,3,4,0,0,40,24,0.09,0.03,0.94,0.04,84,38,BruteForce
2.49,icmp,http,SF,124.0,4134,0,0,0,0,0,0,8,13,0.0,0.0,0.92,0.09,26,73,Normal
11.15,tcp,ssh,SF,472.0,493,0,0,4,2,0,0,53,55,0.04,0.4,1.0,0.09,148,127,BruteForce
1.4,udp,ssh,SF,1070.0,15398,0,0,0,0,0,0,19,16,0.02,0.0,0.83,0.08,32,159,Normal
0.57,tcp,smtp,SF,562.0,1605,0,0,0,0,0,0,7,29,0.0,0.19,0.9,0.05,28,86,Normal
0.45,tcp,http,SF,2224.0,1214,0,0,0,0,0,0,32,16,0.0,0.0,0.84,0.08,36,182,Normal
1.45,tcp,dns,SF,990.0,7301,0,0,0,0,0,0,1,16,0.0,0.0,1.0,0.09,6,65,Normal
0.31,tcp,http,RSTO,40.0,0,0,0,0,0,0,0,290,6,0.54,0.51,0.13,0.98,153,7,PortScan
0.45,tcp,private,REJ,60.0,0,0,0,0,0,0,0,53,4,0.31,0.76,0.17,0.93,166,11,PortScan
0.39,tcp,smtp,SF,204.0,1760,0,0,0,0,0,0,10,2,0.0,0.0,0.85,0.15,59,64,Normal
0.13,udp,http,SF,664.0,11386,0,0,0,0,0,0,5,27,0.0,0.0,0.98,0.04,31,229,Normal
7.21,tcp,smtp,SF,209.0,1190,0,0,3,3,0,0,86,46,0.09,0.0,0.99,0.01,35,46,BruteForce
1.0,udp,ftp,SF,1600.0,2915,0,0,0,0,0,0,26,28,0.0,0.02,0.92,0.13,37,152,Normal
0.0,tcp,other,S0,0.0,0,0,0,0,0,0,0,447,333,0.86,0.09,0.86,0.06,255,22,DoS
0.0,icmp,http,S0,0.0,0,0,0,0,0,0,0,453,466,0.79,0.03,0.94,0.07,255,103,DoS
0.0,tcp,http,S0,1024.0,0,0,0,0,0,0,0,304,243,0.86,0.05,0.95,0.03,255,16,DoS
0.29,tcp,ssh,S0,8822.0,6200,0,0,0,0,0,0,9,21,0.0,0.0,0.88,0.14,43,175,Normal
0.0,tcp,private,S0,512.0,0,0,0,0,0,0,0,351,155,0.82,0.17,0.95,0.07,255,10,DoS
0.0,tcp,other,S0,512.0,0,0,0,0,0,0,0,404,183,0.84,0.2,0.85,0.03,255,100,DoS
0.0,tcp,http,REJ,0.0,0,0,0,0,0,0,0,229,187,0.8,0.13,0.95,0.03,255,161,DoS
0.35,udp,dns,SF,,5369,0,0,0,0,0,0,7,24,0.0,0.08,0.81,0.13,48,82,Normal
0.29,tcp,other,S0,0.0,0,0,0,0,0,0,0,269,8,0.47,0.83,0.17,1.0,155,6,PortScan
28.19,udp,dns,S0,347.0,122,0,0,1,0,0,0,144,47,0.12,0.03,0.78,0.29,255,7,Botnet
3.0,tcp,other,SF,786.0,2035,0,0,0,0,0,0,15,10,0.0,0.0,0.94,0.1,37,231,Normal
0.0,tcp,http,REJ,1024.0,0,0,0,0,0,0,0,282,290,0.79,0.02,0.89,0.03,255,176,DoS
0.24,tcp,http,RSTO,40.0,0,0,0,0,0,0,0,174,4,0.7,0.77,0.03,0.93,197,4,PortScan
0.0,udp,other,REJ,1024.0,0,1,0,0,0,0,0,248,350,0.84,0.04,0.9,0.02,255,180,DoS
0.13,udp,dns,SF,62.0,4407,0,0,0,0,0,0,6,23,0.19,0.17,0.9,0.13,34,250,Normal
0.3,tcp,ssh,RSTO,40.0,0,0,0,0,0,0,0,98,4,0.37,0.93,0.14,0.88,225,11,PortScan
77.59,udp,other,SF,67.0,354,0,0,0,0,0,0,87,32,0.28,0.18,0.49,0.4,255,15,Botnet
1.63,tcp,dns,SF,1564.0,332,0,0,0,0,0,0,19,1,0.11,0.03,0.92,0.11,36,248,Normal
1.86,udp,ftp,SF,1968.0,5430,0,0,0,0,0,0,4,6,0.02,0.0,0.85,0.03,54,179,Normal
0.0,tcp,private,S0,1024.0,0,0,0,0,0,0,0,461,310,0.76,0.03,0.89,0.07,255,19,DoS
0.0,tcp,http,S0,64.0,0,0,0,0,0,0,0,285,309,0.94,0.18,0.97,0.09,255,88,DoS
0.36,tcp,ftp,RSTO,40.0,0,0,0,0,0,0,0,175,3,0.77,0.52,0.11,0.95,224,14,PortScan
0.65,tcp,ftp,SF,255.0,4989,0,0,0,0,0,0,16,19,0.0,0.0,0.81,0.02,25,219,Normal
0.82,tcp,ftp,SF,708.0,9013,0,0,0,0,0,0,1,23,0.0,0.0,0.93,0.09,73,55,Normal
7.46,tcp,other,SF,1715.0,19251,0,0,0,0,0,0,5,16,0.0,0.0,0.98,0.09,82,216,Normal
0.08,tcp,ssh,REJ,0.0,0,0,0,0,0,0,0,58,7,0.71,0.76,0.0,0.74,131,15,PortScan
1.15,udp,ftp,SF,3772.0,6265,0,0,0,0,0,0,14,2,0.0,0.0,0.85,0.14,83,203,Normal
1.56,tcp,smtp,SF,2334.0,4910,0,0,0,0,0,0,16,2,0.0,0.0,0.87,0.13,33,138,Normal
112.57,udp,dns,SF,299.0,172,0,0,1,0,0,0,32,48,0.12,0.01,0.53,0.33,255,35,Botnet
2.35,udp,ssh,SF,,619,0,0,0,0,0,0,7,22,0.0,0.0,0.95,0.13,32,88,Normal
0.73,tcp,dns,SF,1856.0,3545,0,0,0,0,0,0,28,17,0.0,0.0,0.81,0.08,13,146,Normal
0.38,tcp,smtp,SF,77.0,4222,0,0,0,0,0,0,24,4,0.0,0.23,0.9,0.11,11,189,Normal
0.0,udp,other,S0,1024.0,0,0,0,0,0,0,0,317,364,0.77,0.13,0.87,0.01,255,80,DoS
12.2,tcp,smtp,SF,780.0,1193,0,0,1,3,0,0,24,66,0.16,0.18,0.87,0.08,117,140,BruteForce
0.36,tcp,ftp,REJ,60.0,0,0,0,0,0,0,0,87,8,0.55,0.79,0.16,0.8,206,3,PortScan
1.18,tcp,ssh,SF,974.0,1056,0,0,0,0,0,0,30,29,0.0,0.0,0.91,0.1,32,128,Normal
46.71,udp,other,SF,84.0,254,0,0,1,0,0,0,134,38,0.3,0.28,0.58,0.49,255,11,Botnet
1.49,tcp,ssh,SF,1206.0,2209,0,0,0,0,0,0,22,22,0.0,0.03,0.89,0.04,67,95,Normal
0.09,tcp,ftp,RSTO,0.0,0,0,0,0,0,0,0,57,6,0.25,0.99,0.02,0.8,118,11,PortScan
0.15,tcp,http,REJ,0.0,0,0,0,0,0,0,0,228,2,0.61,0.66,0.19,0.7,247,2,PortScan
0.44,tcp,ssh,RSTO,0.0,0,0,0,0,0,0,0,151,1,0.8,0.89,0.04,0.97,253,17,PortScan
2.63,udp,http,SF,631.0,1410,0,0,0,0,0,0,11,23,0.0,0.06,0.94,0.06,10,162,Normal
2.94,tcp,smtp,SF,965.0,1156,0,0,0,0,0,0,31,21,0.0,0.0,0.86,0.11,97,76,Normal
6.9,tcp,ftp,SF,480.0,1031,0,0,1,3,2,0,98,64,0.07,0.03,0.88,0.07,74,137,BruteForce
85.21,udp,other,S0,92.0,387,0,0,0,0,0,0,77,30,0.2,0.21,0.44,0.5,255,33,Botnet
0.0,tcp,private,S0,64.0,0,0,0,0,0,0,0,212,212,0.84,0.08,0.94,0.1,255,44,DoS
3.12,udp,ssh,S0,1429.0,6673,0,0,0,0,0,0,3,4,0.0,0.0,0.82,0.02,20,147,Normal
0.28,udp,dns,SF,2385.0,11795,0,0,0,0,0,0,5,34,0.0,0.0,0.84,0.09,92,65,Normal
0.0,tcp,http,REJ,512.0,0,0,0,0,0,0,0,354,497,0.9,0.04,0.93,0.05,255,106,DoS
0.0,tcp,http,S0,1024.0,0,0,0,0,0,0,0,309,163,0.98,0.19,0.92,0.08,255,171,DoS
0.0,tcp,private,REJ,512.0,0,0,0,0,0,0,0,169,398,0.78,0.01,0.89,0.06,255,228,DoS
0.0,tcp,other,S0,0.0,0,0,0,0,0,0,0,441,299,0.92,0.03,0.95,0.07,255,43,DoS
0.0,tcp,other,S0,64.0,0,0,0,0,0,0,0,202,387,0.98,0.03,0.86,0.05,255,235,DoS
0.0,tcp,other,REJ,512.0,0,0,0,0,0,0,0,379,166,0.89,0.12,0.88,0.01,255,33,DoS
0.48,tcp,ssh,SF,1349.0,7033,0,0,0,0,0,0,8,19,0.01,0.0,0.96,0.09,97,250,Normal
1.06,icmp,ssh,SF,2755.0,107,0,0,0,0,0,0,19,22,0.02,0.01,0.9,0.03,96,195,Normal
0.38,tcp,private,RSTO,0.0,0,0,0,0,0,0,0,138,6,0.39,0.87,0.16,0.86,103,18,PortScan
0.0,tcp,http,S0,512.0,0,0,0,0,0,0,0,287,489,0.83,0.07,0.87,0.01,255,140,DoS
0.0,udp,http,S0,512.0,0,0,0,0,0,0,0,475,498,0.8,0.09,0.96,0.1,255,204,DoS
4.37,udp,ftp,SF,1690.0,1443,0,0,0,0,0,0,10,12,0.0,0.0,0.87,0.0,37,111,Normal
0.36,tcp,ftp,REJ,0.0,0,0,0,0,0,0,0,229,1,0.75,0.55,0.2,0.71,109,18,PortScan
0.4,tcp,http,SF,1077.0,2415,0,0,0,0,0,0,3,2,0.0,0.01,0.96,0.03,64,87,Normal
0.26,udp,http,SF,2495.0,2331,0,0,0,0,0,0,14,34,0.0,0.0,0.94,0.02,97,71,Normal
5.83,tcp,ssh,SF,382.0,586,0,0,3,2,0,0,54,91,0.18,0.26,0.99,0.09,50,129,BruteForce
7.56,tcp,smtp,SF,568.0,205,0,0,3,5,1,0,18,97,0.04,0.01,0.82,0.05,87,34,BruteForce
0.0,tcp,http,S0,512.0,0,0,0,0,0,0,0,209,168,0.79,0.15,0.97,0.07,255,152,DoS
0.3,tcp,dns,SF,276.0,1467,0,0,0,0,0,0,10,21,0.0,0.0,0.91,0.01,87,86,Normal
0.0,icmp,other,S0,64.0,0,0,0,0,0,0,0,268,226,0.76,0.09,0.89,0.07,255,126,DoS
4.64,tcp,ssh,SF,2162.0,661,0,0,0,0,0,0,11,12,0.0,0.0,0.85,0.13,63,119,Normal
2.48,tcp,ftp,SF,1722.0,989,0,0,0,0,0,0,21,19,0.0,0.0,0.83,0.04,10,166,Normal
0.13,udp,smtp,SF,1366.0,2393,0,0,0,0,0,0,34,10,0.01,0.0,0.83,0.06,62,222,Normal
2.18,tcp,http,REJ,2620.0,4668,0,0,0,0,0,0,7,21,0.0,0.0,0.88,0.03,93,211,Normal
73.38,udp,private,SF,374.0,117,0,0,0,0,0,0,139,9,0.19,0.29,0.76,0.43,255,15,Botnet
0.0,tcp,http,S0,1024.0,0,0,0,0,0,0,0,491,344,0.99,0.17,0.91,0.03,255,110,DoS
0.08,tcp,ftp,RSTO,40.0,0,0,0,0,0,0,0,168,7,0.37,0.94,0.02,0.76,245,1,PortScan
0.7,udp,smtp,SF,598.0,12803,0,0,0,0,0,0,18,25,0.0,0.02,0.89,0.05,91,114,Normal
0.02,tcp,http,REJ,40.0,0,0,0,0,0,0,0,112,5,0.49,0.53,0.15,0.75,133,19,PortScan
0.32,udp,other,SF,520.0,2919,0,0,0,0,0,0,4,23,0.0,0.0,0.99,0.12,83,206,Normal
0.42,tcp,private,RSTO,0.0,0,0,0,0,0,0,0,231,4,0.39,0.82,0.15,0.85,142,16,PortScan
1.65,udp,dns,SF,1298.0,3842,0,0,0,0,0,0,30,8,0.0,0.0,0.82,0.08,72,99,Normal
19.99,tcp,other,SF,275.0,125,0,0,2,0,0,0,62,27,0.28,0.28,0.52,0.47,255,21,Botnet
0.41,tcp,dns,SF,1096.0,6238,0,0,0,0,0,0,6,14,0.01,0.47,0.82,0.05,23,246,Normal
3.61,tcp,other,SF,267.0,359,0,0,0,0,0,0,19,17,0.0,0.14,0.8,0.03,85,71,Normal
1.88,udp,ssh,S0,817.0,3474,0,0,0,0,0,0,23,27,0.05,0.02,0.99,0.02,51,159,Normal
0.5,tcp,other,RSTO,40.0,0,0,0,0,0,0,0,216,7,0.37,0.73,0.17,0.73,198,7,PortScan
0.13,tcp,other,REJ,40.0,0,0,0,0,0,0,0,98,1,0.57,0.57,0.1,0.75,167,14,PortScan
0.92,tcp,ftp,SF,62.0,7840,0,0,0,0,0,0,21,17,0.0,0.0,0.97,0.14,7,67,Normal
0.05,icmp,ftp,SF,531.0,1477,0,0,0,0,0,0,7,14,0.0,0.0,0.81,0.01,30,94,Normal
0.38,tcp,ftp,REJ,60.0,0,0,0,0,0,0,0,230,8,0.25,0.97,0.19,0.99,233,11,PortScan
3.04,tcp,other,SF,837.0,8228,0,0,0,0,0,0,33,19,0.1,0.0,0.95,0.05,85,118,Normal
1.41,udp,ssh,SF,849.0,256,0,0,0,0,0,0,32,16,0.0,0.24,0.95,0.11,90,59,Normal
0.08,tcp,other,RSTO,60.0,0,0,0,0,0,0,0,271,3,0.4,0.77,0.04,0.78,218,6,PortScan
2.08,tcp,smtp,SF,1665.0,3071,0,0,0,0,0,0,25,16,0.0,0.12,0.99,0.1,42,144,Normal
7.43,tcp,ftp,SF,1089.0,928,0,0,0,0,0,0,23,28,0.0,0.0,0.83,0.04,88,228,Normal
2.33,udp,smtp,SF,289.0,13149,0,0,0,0,0,0,9,31,0.0,0.0,0.83,0.05,98,97,Normal
0.0,tcp,other,S0,0.0,0,0,0,0,0,0,0,391,195,0.96,0.11,0.92,0.04,255,42,DoS
1.33,tcp,smtp,SF,2884.0,2046,0,0,0,0,0,0,3,24,0.0,0.0,0.93,0.0,82,251,Normal
101.31,tcp,private,SF,374.0,161,0,0,1,0,0,0,26,46,0.28,0.05,0.67,0.26,255,10,Botnet
0.64,udp,smtp,SF,5314.0,1859,0,0,0,0,0,0,19,24,0.0,0.0,0.93,0.14,58,221,Normal
0.99,tcp,smtp,SF,467.0,4275,0,0,0,0,0,0,4,12,0.0,0.0,0.91,0.01,11,123,Normal
4.15,tcp,other,SF,2090.0,12062,0,0,0,0,0,0,11,16,0.0,0.0,0.94,0.04,78,200,Normal
0.0,icmp,http,S0,64.0,0,0,0,0,0,0,0,188,435,0.88,0.04,0.99,0.02,255,147,DoS
4.68,tcp,dns,SF,234.0,4929,0,0,0,0,0,0,34,34,0.0,0.01,0.96,0.05,91,213,Normal
1.78,udp,ftp,SF,353.0,10309,0,0,0,0,0,0,9,21,0.0,0.0,0.88,0.1,22,101,Normal
1.82,tcp,other,SF,485.0,617,0,0,0,0,0,0,29,15,0.04,0.0,0.9,0.12,11,219,Normal
2.73,icmp,dns,SF,2247.0,3444,0,0,0,0,0,0,24,14,0.0,0.0,0.92,0.05,96,109,Normal
0.0,tcp,private,S0,64.0,0,0,0,0,0,0,0,483,440,0.95,0.07,0.87,0.08,255,133,DoS
