duration,protocol_type,service,flag,src_bytes,dst_bytes,wrong_fragment,urgent,hot,num_failed_logins,num_compromised,num_root,count,srv_count,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,attack_type
88.4,tcp,other,SF,204.0,179,0,0,0,0,1,0,67,40,0.26,0.19,0.73,0.49,255,37,Botnet
0.82,tcp,other,SF,107.0,10968,0,0,0,0,0,0,21,15,0.0,0.02,0.98,0.12,77,183,Normal
72.37,tcp,private,S0,316.0,218,0,0,0,0,0,0,23,36,0.24,0.25,0.56,0.47,255,8,Botnet
0.38,tcp,ssh,S0,60.0,0,0,0,0,0,0,0,246,8,0.7,0.98,0.19,0.76,247,18,PortScan
31.9,tcp,other,SF,289.0,316,0,0,0,0,0,0,96,7,0.01,0.05,0.79,0.25,255,20,Botnet
2.03,tcp,ssh,SF,815.0,5929,0,0,0,0,0,0,32,3,0.0,0.0,0.82,0.07,81,63,Normal
77.02,udp,dns,SF,340.0,286,0,0,0,0,0,0,105,24,0.25,0.09,0.74,0.42,255,12,Botnet
13.08,tcp,ssh,SF,746.0,456,0,0,4,4,0,0,29,54,0.05,0.12,0.87,0.07,27,93,BruteForce
2.18,tcp,ftp,SF,557.0,8676,0,0,0,0,0,0,18,21,0.0,0.0,0.88,0.01,65,226,Normal
68.27,udp,private,SF,203.0,361,0,0,0,0,0,0,94,20,0.21,0.25,0.61,0.39,255,44,Botnet
106.29,tcp,other,SF,228.0,143,0,0,1,0,0,0,76,34,0.08,0.16,0.73,0.38,255,25,Botnet
0.36,tcp,http,S0,40.0,0,0,0,0,0,0,0,171,3,0.54,0.59,0.09,0.85,237,18,PortScan
0.04,tcp,smtp,SF,105.0,3425,0,0,0,0,0,0,15,25,0.0,0.0,0.9,0.15,66,52,Normal
0.18,tcp,private,RSTO,60.0,0,0,0,0,0,0,0,85,8,0.72,0.56,0.13,0.83,150,4,PortScan
7.12,tcp,ftp,SF,234.0,385,0,0,4,5,0,0,70,75,0.18,0.25,0.98,0.03,87,24,BruteForce
0.0,icmp,private,S0,512.0,0,0,0,0,0,0,0,358,466,0.82,0.11,0.91,0.08,255,221,DoS
14.5,tcp,other,SF,316.0,124,0,0,0,0,0,0,38,16,0.2,0.27,0.67,0.53,255,21,Botnet
14.21,tcp,smtp,SF,644.0,912,0,0,3,3,0,0,78,86,0.13,0.33,0.94,0.03,117,66,BruteForce
5.81,tcp,ssh,SF,385.0,617,0,0,3,2,0,0,73,68,0.12,0.08,0.81,0.05,87,87,BruteForce
13.68,tcp,ssh,SF,317.0,903,0,0,2,3,2,0,88,76,0.07,0.36,1.0,0.06,138,62,BruteForce
11.73,tcp,smtp,REJ,344.0,466,0,0,5,4,0,0,45,15,0.07,0.38,0.9,0.03,147,30,BruteForce
0.35,tcp,http,SF,1102.0,273,0,0,0,0,0,0,10,19,0.0,0.0,0.93,0.05,64,139,Normal
0.29,tcp,ssh,REJ,40.0,0,0,0,0,0,0,0,275,4,0.35,0.82,0.14,0.71,244,17,PortScan
14.11,tcp,ssh,REJ,255.0,136,0,0,2,2,1,0,59,71,0.17,0.29,0.86,0.09,78,30,BruteForce
1.53,tcp,http,SF,1628.0,1969,0,0,0,0,0,0,22,6,0.0,0.02,0.87,0.12,42,144,Normal
0.48,tcp,http,SF,929.0,6880,0,0,0,0,0,0,22,8,0.0,0.0,0.83,0.07,26,207,Normal
3.18,tcp,smtp,S0,663.0,553,0,0,0,0,0,0,18,26,0.0,0.0,0.83,0.05,17,184,Normal
1.61,tcp,other,SF,839.0,2322,0,0,0,0,0,0,10,4,0.05,0.0,0.83,0.14,1,204,Normal
15.18,tcp,dns,S0,346.0,397,0,0,0,0,0,0,74,14,0.27,0.1,0.77,0.39,255,26,Botnet
0.24,tcp,ftp,REJ,0.0,0,0,0,0,0,0,0,146,3,0.37,0.53,0.05,0.72,150,3,PortScan
0.79,tcp,smtp,S0,569.0,5123,0,0,0,0,0,0,17,10,0.0,0.02,0.98,0.1,37,251,Normal
0.19,tcp,ftp,S0,60.0,0,0,0,0,0,0,0,270,9,0.64,0.72,0.12,0.95,140,7,PortScan
1.18,udp,other,SF,863.0,8416,0,0,0,0,0,0,33,14,0.0,0.0,0.84,0.07,11,114,Normal
1.75,udp,dns,SF,1648.0,7003,0,0,0,0,0,0,31,28,0.0,0.0,0.85,0.13,19,136,Normal
65.11,tcp,other,SF,249.0,301,0,0,0,0,0,0,96,47,0.06,0.1,0.72,0.58,255,34,Botnet
2.7,icmp,ssh,SF,1351.0,831,0,0,0,0,0,0,13,6,0.0,0.0,0.83,0.11,69,64,Normal
0.4,tcp,ftp,SF,2545.0,3777,0,0,0,0,0,0,26,13,0.0,0.02,0.82,0.14,64,102,Normal
0.0,tcp,other,REJ,1024.0,0,0,0,0,0,0,0,216,256,0.92,0.12,0.88,0.09,255,23,DoS
2.92,tcp,dns,SF,145.0,1508,0,0,0,0,0,0,18,17,0.01,0.0,0.91,0.07,90,116,Normal
12.46,tcp,ssh,SF,205.0,183,0,0,4,4,0,0,64,39,0.04,0.31,0.96,0.01,68,91,BruteForce
119.93,tcp,other,S0,137.0,337,0,0,0,0,0,0,125,48,0.14,0.22,0.8,0.26,255,27,Botnet
0.51,tcp,dns,REJ,4350.0,5476,0,0,0,0,0,0,7,4,0.0,0.0,0.82,0.05,64,155,Normal
0.11,tcp,ssh,REJ,,0,0,0,0,0,0,0,285,7,0.33,0.52,0.01,0.77,234,7,PortScan
4.48,tcp,ftp,REJ,395.0,835,0,0,2,4,0,0,34,97,0.07,0.34,0.88,0.04,61,36,BruteForce
34.22,tcp,dns,SF,251.0,365,0,0,0,0,0,0,127,32,0.14,0.13,0.53,0.46,255,46,Botnet
83.31,udp,private,SF,98.0,170,0,0,0,0,0,0,78,12,0.13,0.19,0.74,0.31,255,25,Botnet
2.89,udp,dns,SF,778.0,6586,0,0,0,0,0,0,25,34,0.0,0.0,0.98,0.06,58,170,Normal
59.61,tcp,other,SF,84.0,149,0,0,0,0,0,0,59,30,0.18,0.19,0.57,0.23,255,47,Botnet
0.16,tcp,http,RSTO,0.0,0,0,0,0,0,0,0,158,4,0.22,0.84,0.12,0.82,176,8,PortScan
2.04,udp,smtp,SF,234.0,5452,0,0,0,0,0,0,15,1,0.0,0.0,0.99,0.05,10,64,Normal
0.49,tcp,other,REJ,0.0,0,0,0,0,0,0,0,61,9,0.42,0.77,0.01,0.89,100,10,PortScan
0.15,tcp,ssh,S0,0.0,0,0,0,0,0,0,0,91,3,0.6,0.5,0.04,0.75,129,18,PortScan
3.33,udp,ftp,SF,606.0,13948,0,0,0,0,0,0,31,23,0.0,0.0,0.88,0.0,12,89,Normal
10.8,udp,http,S0,163.0,2982,0,0,0,0,0,0,13,34,0.1,0.0,0.87,0.12,68,130,Normal
0.93,tcp,http,SF,7439.0,229,0,0,0,0,0,0,18,28,0.0,0.0,0.81,0.03,30,82,Normal
1.02,tcp,other,REJ,1023.0,5331,0,0,0,0,0,0,8,3,0.02,0.0,0.98,0.08,75,168,Normal
0.34,tcp,ftp,RSTO,60.0,0,0,0,0,0,0,0,80,5,0.6,0.63,0.17,0.96,196,3,PortScan
1.03,tcp,ftp,SF,1129.0,9418,0,0,0,0,0,0,28,20,0.0,0.01,0.94,0.14,17,52,Normal
1.03,tcp,dns,SF,727.0,413,0,0,0,0,0,0,17,25,0.0,0.09,0.86,0.0,1,68,Normal
3.89,udp,other,SF,1157.0,3446,0,0,0,0,0,0,23,1,0.02,0.0,0.97,0.13,30,83,Normal
91.06,tcp,other,SF,116.0,155,0,0,0,0,0,0,62,25,0.23,0.21,0.78,0.59,255,46,Botnet
3.35,tcp,http,SF,707.0,2093,0,0,0,0,0,0,13,29,0.0,0.0,0.88,0.09,58,58,Normal
0.76,tcp,dns,SF,709.0,166,0,0,0,0,0,0,14,28,0.04,0.0,0.89,0.08,79,204,Normal
0.97,tcp,ftp,S0,726.0,7556,0,0,0,0,0,0,16,20,0.0,0.05,0.87,0.12,38,126,Normal
0.43,tcp,other,REJ,40.0,0,0,0,0,0,0,0,296,8,0.53,0.79,0.01,0.97,200,5,PortScan
22.37,udp,private,SF,175.0,263,0,0,0,0,0,0,136,17,0.13,0.01,0.42,0.3,255,48,Botnet
2.05,udp,dns,SF,3759.0,2308,0,0,0,0,0,0,18,14,0.01,0.0,0.88,0.02,84,176,Normal
0.09,tcp,other,REJ,60.0,0,0,0,0,0,0,0,151,2,0.46,0.59,0.1,0.85,223,9,PortScan
6.8,tcp,ftp,SF,1112.0,14056,0,0,0,0,0,0,33,21,0.0,0.0,0.87,0.03,78,98,Normal
0.29,tcp,ssh,REJ,60.0,0,0,0,0,0,0,0,52,4,0.22,0.59,0.2,0.95,207,18,PortScan
2.78,tcp,dns,SF,1395.0,33210,0,0,0,0,0,0,23,25,0.0,0.0,0.82,0.0,70,161,Normal
9.77,tcp,ftp,SF,477.0,920,0,0,4,5,0,0,51,44,0.1,0.39,0.9,0.08,30,90,BruteForce
2.36,udp,ssh,SF,1248.0,6045,0,0,0,0,0,0,17,4,0.0,0.0,0.89,0.1,88,157,Normal
0.2,tcp,http,S0,0.0,0,0,0,0,0,0,0,171,8,0.72,0.8,0.04,0.93,100,10,PortScan
6.64,tcp,ftp,SF,519.0,803,0,0,1,3,0,0,27,28,0.0,0.3,0.95,0.0,88,58,BruteForce
1.03,tcp,smtp,SF,504.0,620,0,0,1,5,0,0,78,53,0.0,0.08,0.93,0.03,74,75,BruteForce
2.62,tcp,other,S0,567.0,1522,0,0,0,0,0,0,1,15,0.0,0.0,0.99,0.1,33,117,Normal
3.63,tcp,http,SF,528.0,851,0,0,0,0,0,0,5,3,0.0,0.0,0.97,0.01,56,230,Normal
9.23,tcp,smtp,SF,281.0,506,0,0,5,2,0,0,84,74,0.1,0.23,0.84,0.07,111,61,BruteForce
1.07,udp,ssh,SF,2006.0,8311,0,0,0,0,0,0,20,27,0.0,0.22,0.98,0.04,88,186,Normal
1.06,tcp,ssh,S0,2236.0,3540,0,0,0,0,0,0,7,1,0.0,0.0,0.84,0.09,87,172,Normal
67.71,udp,other,SF,190.0,160,0,0,0,0,1,0,71,37,0.18,0.24,0.65,0.33,255,39,Botnet
9.88,tcp,ftp,SF,745.0,698,0,0,4,4,0,0,49,68,0.13,0.14,0.93,0.06,48,56,BruteForce
0.16,tcp,private,RSTO,40.0,0,0,0,0,0,0,0,164,9,0.36,0.94,0.04,0.77,243,10,PortScan
0.13,tcp,other,SF,299.0,14353,0,0,0,0,0,0,13,10,0.0,0.03,0.81,0.04,66,163,Normal
2.56,tcp,dns,SF,469.0,1876,0,0,0,0,0,0,2,12,0.0,0.26,0.91,0.06,5,197,Normal
3.68,udp,smtp,SF,3356.0,3570,0,0,0,0,0,0,1,19,0.0,0.0,0.83,0.05,22,99,Normal
0.16,udp,ssh,SF,781.0,5143,0,0,0,0,0,0,24,25,0.08,0.0,0.87,0.13,76,177,Normal
101.12,tcp,dns,SF,388.0,211,0,0,0,0,0,0,143,20,0.03,0.18,0.52,0.58,255,31,Botnet
3.91,tcp,ssh,SF,642.0,868,0,0,1,4,0,0,70,17,0.07,0.29,1.0,0.02,92,128,BruteForce
1.16,tcp,ftp,SF,4382.0,15433,0,0,0,0,0,0,25,16,0.15,0.0,0.83,0.1,20,226,Normal
0.44,tcp,private,REJ,40.0,0,0,0,0,0,0,0,116,6,0.57,0.51,0.03,0.99,198,10,PortScan
0.08,tcp,http,RSTO,40.0,0,0,0,0,0,0,0,131,9,0.64,0.87,0.03,0.87,211,6,PortScan
0.43,tcp,private,RSTO,60.0,0,0,0,0,0,0,0,225,9,0.22,0.82,0.09,0.96,151,10,PortScan
0.19,tcp,ftp,REJ,60.0,0,0,0,0,0,0,0,186,4,0.26,0.52,0.07,0.71,225,15,PortScan
2.85,tcp,ssh,SF,1007.0,724,0,0,0,0,0,0,24,29,0.0,0.01,0.92,0.01,85,78,Normal
0.05,tcp,private,REJ,60.0,0,0,0,0,0,0,0,98,8,0.41,0.93,0.16,0.84,233,1,PortScan
0.95,udp,ssh,SF,2397.0,426,0,0,0,0,0,0,29,25,0.0,0.01,0.98,0.02,42,152,Normal
2.73,tcp,ftp,REJ,630.0,211,0,0,1,3,0,0,54,57,0.15,0.05,0.96,0.09,133,101,BruteForce
0.78,tcp,ftp,SF,353.0,4469,0,0,0,0,0,0,24,28,0.0,0.0,1.0,0.06,48,170,Normal
58.9,tcp,other,SF,141.0,309,0,0,0,0,0,0,128,7,0.15,0.06,0.69,0.31,255,15,Botnet
2.71,tcp,http,SF,3227.0,1844,0,0,0,0,0,0,14,5,0.0,0.0,0.81,0.05,44,114,Normal
3.18,tcp,smtp,SF,210.0,1287,0,0,0,0,0,0,25,11,0.0,0.0,0.98,0.12,53,121,Normal
0.35,tcp,http,RSTO,40.0,0,0,0,0,0,0,0,238,5,0.59,0.81,0.06,0.71,179,10,PortScan
0.0,tcp,private,S0,512.0,0,0,0,0,0,0,0,308,424,0.98,0.03,0.97,0.03,255,174,DoS
0.23,tcp,other,SF,2067.0,14296,0,0,0,0,0,0,1,29,0.04,0.27,0.97,0.06,28,206,Normal
0.0,tcp,http,S0,1024.0,0,0,0,0,0,0,0,334,436,0.97,0.15,0.9,0.09,255,248,DoS
2.2,tcp,smtp,REJ,432.0,5194,0,0,0,0,0,0,14,10,0.0,0.0,0.85,0.01,76,108,Normal
1.81,udp,dns,SF,375.0,7543,0,0,0,0,0,0,13,30,0.0,0.0,0.93,0.03,33,174,Normal
3.52,tcp,smtp,SF,461.0,265,0,0,1,5,0,0,94,48,0.03,0.13,0.85,0.0,64,53,BruteForce
2.64,udp,http,SF,1372.0,3307,0,0,0,0,0,0,34,34,0.3,0.15,0.81,0.02,37,80,Normal
0.66,tcp,ssh,SF,2897.0,19331,0,0,0,0,0,0,15,21,0.07,0.0,0.84,0.09,4,71,Normal
2.57,tcp,dns,SF,838.0,3704,0,0,0,0,0,0,25,25,0.0,0.0,0.98,0.02,43,75,Normal
0.0,icmp,other,S0,64.0,0,0,0,0,0,0,0,198,282,0.8,0.06,0.86,0.08,255,179,DoS
1.5,tcp,other,SF,3035.0,4145,0,0,0,0,0,0,2,27,0.0,0.06,0.94,0.03,64,201,Normal
2.87,tcp,http,SF,468.0,2425,0,0,0,0,0,0,5,28,0.0,0.0,0.89,0.03,49,140,Normal
0.38,tcp,ftp,REJ,0.0,0,0,0,0,0,0,0,242,1,0.46,0.66,0.11,0.82,158,4,PortScan
0.45,tcp,http,RSTO,0.0,0,0,0,0,0,0,0,194,8,0.44,0.5,0.17,0.96,165,16,PortScan
0.5,tcp,other,SF,1926.0,826,0,0,0,0,0,0,2,17,0.0,0.0,0.9,0.13,13,221,Normal
89.73,tcp,dns,SF,174.0,65,0,0,0,0,0,0,100,34,0.02,0.3,0.74,0.51,255,39,Botnet
23.89,udp,dns,SF,158.0,119,0,0,0,0,0,0,146,36,0.18,0.25,0.48,0.47,255,23,Botnet
2.09,tcp,ftp,SF,145.0,438,0,0,0,0,0,0,6,14,0.0,0.0,0.88,0.03,11,122,Normal
42.21,udp,dns,SF,110.0,179,0,0,0,0,0,0,89,25,0.02,0.02,0.42,0.48,255,27,Botnet
60.41,tcp,private,SF,114.0,346,0,0,0,0,0,0,44,42,0.25,0.26,0.48,0.25,255,32,Botnet
0.0,tcp,private,S0,512.0,0,0,0,0,0,0,0,274,351,0.79,0.18,0.9,0.07,255,50,DoS
3.47,tcp,ssh,SF,1110.0,1545,0,0,0,0,0,0,4,24,0.0,0.0,0.85,0.1,69,67,Normal
0.23,tcp,dns,SF,778.0,8523,0,0,0,0,0,0,28,29,0.0,0.0,0.84,0.09,60,208,Normal
0.05,tcp,ftp,SF,2225.0,7372,0,0,0,0,0,0,13,32,0.0,0.0,0.88,0.13,58,52,Normal
0.4,tcp,other,REJ,40.0,0,0,0,0,0,0,0,208,3,0.34,0.7,0.12,0.9,126,17,PortScan
1.78,udp,ssh,SF,1002.0,9382,0,0,0,0,0,0,33,28,0.0,0.0,0.81,0.03,56,87,Normal
0.48,tcp,ssh,SF,219.0,906,0,0,0,0,0,0,24,20,0.01,0.07,0.97,0.1,52,165,Normal
2.09,tcp,dns,SF,612.0,4672,0,0,0,0,0,0,32,14,0.0,0.03,0.81,0.05,55,126,Normal
1.0,udp,ftp,SF,1110.0,243,0,0,0,0,0,0,10,1,0.0,0.0,0.84,0.15,50,122,Normal
5.09,tcp,ssh,REJ,759.0,295,0,0,1,3,1,0,73,65,0.01,0.04,0.95,0.05,66,43,BruteForce
2.86,udp,ssh,SF,501.0,256,0,0,0,0,0,0,31,14,0.0,0.0,0.99,0.14,93,66,Normal
0.95,tcp,http,SF,6023.0,5771,0,0,0,0,0,0,29,15,0.01,0.0,0.93,0.13,11,216,Normal
0.29,tcp,private,S0,60.0,0,0,0,0,0,0,0,77,3,0.75,0.68,0.18,0.73,131,14,PortScan
0.14,tcp,other,REJ,60.0,0,0,0,0,0,0,0,248,1,0.3,0.88,0.05,0.71,112,14,PortScan
14.68,tcp,smtp,SF,345.0,605,0,0,4,5,0,0,35,10,0.06,0.36,0.91,0.06,70,22,BruteForce
1.02,tcp,other,SF,1013.0,1700,0,0,0,0,0,0,22,25,0.0,0.0,1.0,0.12,24,54,Normal
12.58,tcp,ssh,SF,234.0,738,0,0,1,2,2,0,54,59,0.18,0.28,0.99,0.04,22,92,BruteForce
5.63,tcp,dns,SF,174.0,4715,0,0,0,0,0,0,22,4,0.0,0.0,0.96,0.04,72,237,Normal
0.44,tcp,ftp,RSTO,0.0,0,0,0,0,0,0,0,284,4,0.74,0.68,0.2,0.99,116,15,PortScan
0.08,tcp,other,SF,342.0,674,0,0,0,0,0,0,5,16,0.0,0.0,0.81,0.01,75,206,Normal
2.13,tcp,ssh,SF,452.0,560,0,0,5,3,1,0,77,19,0.08,0.32,0.87,0.09,147,143,BruteForce
4.12,tcp,ftp,SF,574.0,825,0,0,2,3,0,0,30,68,0.0,0.16,0.96,0.08,64,139,BruteForce
0.81,icmp,ssh,SF,414.0,1484,0,0,0,0,0,0,33,26,0.0,0.0,0.82,0.0,96,126,Normal
0.55,tcp,ssh,S0,986.0,788,0,0,0,0,0,0,31,23,0.01,0.0,0.91,0.02,22,229,Normal
6.81,tcp,ftp,SF,144.0,401,0,0,4,3,0,0,58,30,0.0,0.25,0.91,0.08,20,99,BruteForce
0.31,tcp,ssh,REJ,40.0,0,0,0,0,0,0,0,127,8,0.77,0.97,0.09,0.93,196,6,PortScan
3.61,tcp,dns,SF,2242.0,6184,0,0,0,0,0,0,3,26,0.0,0.0,0.81,0.14,35,59,Normal
4.97,tcp,ssh,SF,208.0,108,0,0,3,5,0,0,96,13,0.12,0.23,0.89,0.05,35,133,BruteForce
5.7,tcp,http,SF,1132.0,5249,0,0,0,0,0,0,22,18,0.0,0.0,0.85,0.09,25,165,Normal
0.11,udp,ssh,SF,1277.0,5299,0,0,0,0,0,0,20,11,0.0,0.01,0.93,0.02,19,204,Normal
2.29,tcp,ftp,S0,1562.0,2825,0,0,0,0,0,0,26,28,0.01,0.0,0.82,0.07,13,111,Normal
2.85,tcp,dns,SF,1320.0,2215,0,0,0,0,0,0,11,9,0.0,0.0,0.88,0.02,41,191,Normal
0.12,tcp,ssh,SF,3291.0,2514,0,0,0,0,0,0,23,23,0.0,0.0,0.86,0.03,12,82,Normal
3.14,tcp,ssh,SF,1763.0,8271,0,0,0,0,0,0,20,24,0.0,0.0,0.86,0.13,69,54,Normal
0.0,tcp,private,REJ,0.0,0,0,0,0,0,0,0,305,210,0.75,0.09,0.89,0.02,255,42,DoS
0.6,udp,ftp,SF,302.0,13423,0,0,0,0,0,0,15,24,0.0,0.0,0.89,0.02,7,118,Normal
2.97,tcp,dns,SF,569.0,5822,0,0,0,0,0,0,32,9,0.04,0.0,0.97,0.04,11,189,Normal
0.37,tcp,other,SF,3055.0,10418,0,0,0,0,0,0,7,10,0.0,0.03,0.83,0.06,57,123,Normal
2.41,udp,other,SF,219.0,12020,0,0,0,0,0,0,1,17,0.03,0.0,0.85,0.1,99,79,Normal
2.3,tcp,http,REJ,2341.0,2945,0,0,0,0,0,0,29,25,0.06,0.0,1.0,0.01,2,226,Normal
1.25,icmp,http,SF,295.0,5059,0,0,0,0,0,0,15,15,0.0,0.0,0.85,0.1,91,178,Normal
0.37,tcp,http,REJ,0.0,0,0,0,0,0,0,0,212,6,0.34,0.84,0.09,0.84,230,6,PortScan
0.35,tcp,private,RSTO,60.0,0,0,0,0,0,0,0,272,3,0.75,0.86,0.01,0.77,169,11,PortScan
0.03,tcp,ssh,REJ,40.0,0,0,0,0,0,0,0,109,2,0.64,0.53,0.08,0.89,143,3,PortScan
28.8,tcp,private,SF,365.0,384,0,0,0,0,0,0,80,16,0.06,0.18,0.54,0.56,255,49,Botnet
0.31,tcp,http,REJ,0.0,0,0,0,0,0,0,0,257,9,0.25,0.53,0.03,0.91,218,3,PortScan
0.36,tcp,http,S0,60.0,0,0,0,0,0,0,0,107,4,0.32,0.64,0.19,0.9,144,7,PortScan
77.13,tcp,dns,S0,303.0,171,0,0,0,0,0,0,100,48,0.28,0.27,0.72,0.33,255,46,Botnet
14.19,tcp,ssh,REJ,675.0,1121,0,0,5,5,0,0,74,58,0.09,0.02,0.82,0.08,47,45,BruteForce
6.05,tcp,ftp,REJ,565.0,1023,0,0,2,2,2,0,94,89,0.19,0.01,0.87,0.04,62,88,BruteForce
0.0,tcp,other,S0,512.0,0,0,0,0,0,0,0,285,316,0.9,0.03,0.97,0.01,255,221,DoS
3.05,tcp,ssh,SF,721.0,3050,0,0,0,0,0,0,17,27,0.01,0.04,0.93,0.14,97,122,Normal
0.33,udp,ftp,SF,1168.0,2741,0,0,0,0,0,0,1,30,0.0,0.05,0.98,0.1,62,73,Normal
11.8,tcp,ssh,SF,451.0,1073,0,0,4,5,0,0,81,54,0.15,0.39,0.9,0.05,90,63,BruteForce
0.43,tcp,dns,S0,805.0,861,0,0,0,0,0,0,10,11,0.0,0.0,0.82,0.13,67,77,Normal
0.43,tcp,dns,SF,2560.0,1142,0,0,0,0,0,0,14,27,0.12,0.0,0.86,0.04,66,248,Normal
0.66,tcp,other,SF,661.0,3895,0,0,0,0,0,0,14,23,0.0,0.0,0.94,0.04,20,130,Normal
0.02,tcp,http,S0,60.0,0,0,0,0,0,0,0,150,4,0.34,0.67,0.17,0.91,250,6,PortScan
0.36,udp,ssh,SF,48.0,1347,0,0,0,0,0,0,3,32,0.02,0.0,0.87,0.06,35,243,Normal
0.39,tcp,ssh,SF,2299.0,4887,0,0,0,0,0,0,30,26,0.01,0.02,0.92,0.01,15,227,Normal
23.16,tcp,dns,SF,130.0,350,0,0,0,0,0,0,53,10,0.22,0.06,0.49,0.45,255,38,Botnet
2.36,tcp,other,SF,3134.0,7280,0,0,0,0,0,0,7,33,0.02,0.0,0.82,0.05,62,173,Normal
1.21,tcp,http,SF,188.0,30954,0,0,0,0,0,0,25,16,0.0,0.0,0.82,0.12,15,73,Normal
0.36,tcp,ssh,SF,2367.0,7887,0,0,0,0,0,0,23,3,0.0,0.01,0.81,0.07,83,141,Normal
0.45,tcp,http,SF,1453.0,7343,0,0,0,0,0,0,19,7,0.0,0.0,0.9,0.02,99,184,Normal
24.72,tcp,private,SF,188.0,89,0,0,0,0,0,0,73,45,0.19,0.14,0.54,0.34,255,46,Botnet
0.24,tcp,private,RSTO,60.0,0,0,0,0,0,0,0,256,7,0.46,0.53,0.04,0.92,189,8,PortScan
0.61,tcp,dns,SF,3328.0,2773,0,0,0,0,0,0,14,32,0.0,0.0,0.85,0.0,73,153,Normal
49.96,tcp,private,S0,252.0,330,0,0,0,0,0,0,41,22,0.29,0.2,0.51,0.25,255,7,Botnet
11.24,tcp,smtp,SF,729.0,693,0,0,1,3,0,0,79,58,0.08,0.01,0.91,0.01,142,41,BruteForce
11.84,icmp,other,REJ,1218.0,2943,0,0,0,0,0,0,18,19,0.0,0.0,0.87,0.03,50,171,Normal
