duration,protocol_type,service,flag,src_bytes,dst_bytes,wrong_fragment,urgent,hot,num_failed_logins,num_compromised,num_root,count,srv_count,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,attack_type
34.95,tcp,private,SF,278.0,350,0,0,0,0,1,0,137,7,0.02,0.23,0.46,0.36,255,48,Botnet
15.14,udp,private,SF,144.0,194,0,0,2,0,0,0,93,34,0.13,0.29,0.63,0.54,255,44,Botnet
4.56,tcp,smtp,SF,212.0,854,0,0,0,0,0,0,12,8,0.0,0.29,0.97,0.08,21,181,Normal
3.36,tcp,ftp,SF,91.0,1698,0,0,0,0,0,0,25,28,0.0,0.0,0.82,0.09,17,90,Normal
6.49,tcp,ssh,SF,378.0,719,0,0,1,2,0,0,75,70,0.19,0.14,0.88,0.07,111,90,BruteForce
11.38,udp,private,SF,292.0,385,0,0,2,0,0,0,84,8,0.04,0.07,0.53,0.36,255,18,Botnet
115.43,udp,other,SF,381.0,204,0,0,0,0,0,0,26,19,0.02,0.24,0.52,0.47,255,11,Botnet
1.32,tcp,smtp,SF,439.0,12394,0,0,0,0,0,0,25,7,0.0,0.12,0.86,0.02,41,252,Normal
13.16,tcp,ssh,REJ,691.0,610,0,0,4,5,2,0,39,35,0.1,0.07,0.82,0.02,135,102,BruteForce
18.83,tcp,dns,S0,104.0,379,0,0,0,0,0,0,86,47,0.16,0.14,0.47,0.45,255,9,Botnet
5.9,tcp,ftp,SF,287.0,752,0,0,2,5,0,0,11,48,0.14,0.09,0.98,0.02,99,50,BruteForce
37.91,tcp,other,S0,259.0,209,0,0,0,0,0,0,64,18,0.22,0.01,0.68,0.57,255,35,Botnet
20.47,udp,other,SF,193.0,279,0,0,0,0,0,0,140,18,0.04,0.2,0.71,0.41,255,14,Botnet
1.76,tcp,smtp,REJ,525.0,751,0,0,1,3,0,0,57,20,0.08,0.25,0.91,0.07,109,121,BruteForce
52.72,tcp,dns,SF,221.0,186,0,0,0,0,0,0,77,25,0.29,0.17,0.53,0.29,255,36,Botnet
2.98,tcp,ssh,REJ,407.0,780,0,0,2,5,1,0,51,13,0.05,0.24,0.92,0.1,134,50,BruteForce
1.14,tcp,ssh,REJ,635.0,113,0,0,4,3,0,0,95,89,0.11,0.04,0.83,0.05,105,129,BruteForce
115.78,udp,other,SF,173.0,146,0,0,0,0,0,0,131,23,0.09,0.19,0.48,0.29,255,9,Botnet
12.43,tcp,ssh,REJ,658.0,358,0,0,4,4,0,0,78,94,0.03,0.09,0.86,0.08,126,34,BruteForce
52.75,tcp,other,S0,291.0,226,0,0,0,0,0,0,79,5,0.05,0.29,0.5,0.36,255,26,Botnet
10.9,tcp,ftp,SF,369.0,309,0,0,2,2,0,0,36,41,0.09,0.0,0.8,0.04,33,62,BruteForce
84.21,tcp,other,SF,59.0,219,0,0,0,0,0,0,105,9,0.3,0.28,0.5,0.42,255,8,Botnet
11.32,tcp,ssh,SF,416.0,499,0,0,5,5,1,0,14,49,0.11,0.27,0.94,0.09,111,101,BruteForce
83.45,tcp,other,SF,132.0,109,0,0,0,0,0,0,68,32,0.25,0.05,0.74,0.28,255,42,Botnet
13.98,tcp,ssh,SF,276.0,438,0,0,2,2,0,0,47,61,0.1,0.12,0.91,0.05,119,141,BruteForce
13.1,tcp,smtp,SF,119.0,1038,0,0,1,5,0,0,22,56,0.19,0.2,0.88,0.07,68,121,BruteForce
38.34,tcp,dns,SF,280.0,63,0,0,0,0,0,0,126,14,0.03,0.04,0.4,0.44,255,48,Botnet
0.0,tcp,other,REJ,512.0,0,0,0,0,0,0,0,375,403,0.97,0.01,0.97,0.02,255,180,DoS
2.41,tcp,http,SF,108.0,5874,0,0,0,0,0,0,5,16,0.0,0.0,0.87,0.15,48,135,Normal
6.98,tcp,ftp,SF,308.0,424,0,0,5,5,0,0,79,73,0.18,0.24,0.87,0.03,143,115,BruteForce
6.08,tcp,ssh,SF,1981.0,750,0,0,0,0,0,0,22,13,0.13,0.14,0.91,0.08,79,114,Normal
6.6,tcp,smtp,SF,378.0,738,0,0,5,2,0,0,84,65,0.18,0.32,0.92,0.04,104,87,BruteForce
69.54,udp,other,SF,66.0,128,0,0,0,0,0,0,86,41,0.01,0.16,0.58,0.34,255,28,Botnet
0.0,tcp,private,S0,64.0,0,0,0,0,0,0,0,391,300,0.96,0.0,0.95,0.06,255,178,DoS
116.28,udp,private,SF,97.0,376,0,0,0,0,0,0,102,18,0.11,0.02,0.74,0.2,255,43,Botnet
13.45,tcp,smtp,SF,697.0,628,0,0,5,3,2,0,92,70,0.06,0.19,0.82,0.02,48,27,BruteForce
12.94,tcp,dns,SF,214.0,122,0,0,0,0,0,0,65,40,0.08,0.26,0.78,0.51,255,7,Botnet
0.66,tcp,ftp,SF,4527.0,15295,0,0,0,0,0,0,34,25,0.0,0.12,0.96,0.11,89,89,Normal
103.6,tcp,dns,SF,55.0,106,0,0,1,0,0,0,79,48,0.06,0.23,0.45,0.24,255,33,Botnet
7.35,tcp,ftp,REJ,378.0,434,0,0,2,3,0,0,64,11,0.05,0.38,0.92,0.01,29,32,BruteForce
119.21,tcp,private,SF,353.0,61,0,0,0,0,0,0,120,49,0.09,0.11,0.61,0.39,255,31,Botnet
23.81,udp,dns,SF,385.0,160,0,0,0,0,0,0,36,49,0.04,0.01,0.6,0.27,255,23,Botnet
0.0,tcp,private,REJ,1024.0,0,0,0,0,0,0,0,274,321,0.87,0.17,1.0,0.03,255,137,DoS
0.05,tcp,ssh,SF,2935.0,4583,0,0,0,0,0,0,2,11,0.0,0.0,0.86,0.13,9,182,Normal
90.17,tcp,other,S0,317.0,238,0,0,0,0,0,0,138,37,0.26,0.2,0.73,0.22,255,13,Botnet
0.06,tcp,smtp,SF,1955.0,1858,0,0,0,0,0,0,16,25,0.0,0.0,0.83,0.15,39,179,Normal
2.4,tcp,ftp,REJ,670.0,861,0,0,5,3,2,0,80,59,0.03,0.24,0.95,0.09,129,57,BruteForce
23.61,tcp,private,S0,193.0,274,0,0,0,0,1,0,137,28,0.06,0.06,0.43,0.24,255,31,Botnet
0.0,tcp,other,S0,512.0,0,0,0,0,0,0,0,402,477,0.85,0.09,0.91,0.02,255,120,DoS
23.16,tcp,dns,SF,389.0,147,0,0,0,0,0,0,120,38,0.19,0.09,0.61,0.39,255,18,Botnet
0.0,tcp,http,REJ,512.0,0,0,0,0,0,0,0,213,407,0.81,0.16,0.91,0.07,255,140,DoS
1.58,tcp,ftp,SF,306.0,525,0,0,5,4,0,0,80,50,0.02,0.08,0.88,0.1,121,24,BruteForce
60.65,tcp,private,SF,241.0,294,0,0,0,0,0,0,28,28,0.14,0.07,0.48,0.28,255,41,Botnet
1.05,tcp,smtp,SF,272.0,5161,0,0,0,0,0,0,25,21,0.0,0.01,0.83,0.1,21,251,Normal
14.58,tcp,smtp,SF,116.0,673,0,0,4,4,0,0,97,96,0.12,0.14,0.8,0.1,123,112,BruteForce
84.95,udp,private,SF,73.0,119,0,0,0,0,0,0,31,45,0.08,0.13,0.4,0.27,255,21,Botnet
9.58,tcp,ssh,SF,745.0,1136,0,0,4,4,2,0,88,82,0.09,0.07,0.93,0.05,136,113,BruteForce
9.83,tcp,smtp,REJ,331.0,142,0,0,2,5,1,0,21,25,0.02,0.28,0.8,0.06,21,93,BruteForce
4.48,tcp,ftp,REJ,638.0,166,0,0,1,4,0,0,50,79,0.11,0.23,0.93,0.03,25,76,BruteForce
4.61,tcp,ftp,SF,2811.0,2027,0,0,0,0,0,0,32,13,0.0,0.0,1.0,0.04,4,179,Normal
61.41,tcp,private,SF,196.0,361,0,0,0,0,0,0,56,32,0.04,0.02,0.48,0.27,255,20,Botnet
4.14,tcp,ssh,REJ,141.0,934,0,0,3,3,1,0,17,13,0.06,0.2,0.85,0.08,73,89,BruteForce
7.69,tcp,ftp,SF,656.0,505,0,0,2,4,0,0,73,91,0.12,0.18,0.85,0.09,127,47,BruteForce
12.49,tcp,ftp,SF,674.0,671,0,0,1,5,0,0,35,42,0.02,0.17,0.92,0.01,145,94,BruteForce
0.0,tcp,private,S0,1024.0,0,0,0,0,0,0,0,298,356,0.78,0.2,0.93,0.09,255,24,DoS
2.18,tcp,smtp,SF,1546.0,9409,0,0,0,0,0,0,31,17,0.0,0.12,0.88,0.01,79,112,Normal
0.0,tcp,private,S0,64.0,0,0,0,0,0,0,0,204,191,1.0,0.1,0.96,0.08,255,19,DoS
0.0,udp,http,S0,0.0,0,1,0,0,0,0,0,345,162,0.93,0.09,0.92,0.01,255,196,DoS
8.07,tcp,ftp,SF,568.0,462,0,0,3,5,0,0,77,26,0.0,0.21,0.8,0.04,140,127,BruteForce
7.56,tcp,ssh,REJ,118.0,499,0,0,5,3,1,0,34,79,0.06,0.33,0.93,0.05,54,35,BruteForce
47.16,udp,other,SF,64.0,173,0,0,0,0,1,0,115,29,0.29,0.16,0.5,0.38,255,9,Botnet
2.07,tcp,dns,SF,2272.0,15980,0,0,0,0,0,0,6,32,0.0,0.01,0.9,0.09,87,183,Normal
9.96,tcp,ssh,SF,344.0,746,0,0,2,3,0,0,60,85,0.1,0.33,0.94,0.03,136,79,BruteForce
3.43,tcp,http,SF,624.0,11651,0,0,0,0,0,0,28,2,0.1,0.0,0.81,0.02,81,106,Normal
0.0,tcp,other,S0,64.0,0,0,0,0,0,0,0,317,365,0.81,0.07,0.95,0.06,255,88,DoS
0.75,tcp,http,SF,731.0,4616,0,0,0,0,0,0,7,5,0.0,0.0,0.8,0.09,24,97,Normal
2.7,tcp,ssh,REJ,217.0,895,0,0,4,3,0,0,97,36,0.19,0.15,0.89,0.05,66,20,BruteForce
0.07,tcp,http,SF,519.0,919,0,0,0,0,0,0,25,17,0.0,0.03,0.95,0.0,48,150,Normal
9.28,tcp,ssh,SF,135.0,149,0,0,3,2,1,0,83,72,0.12,0.34,0.87,0.09,86,82,BruteForce
2.83,tcp,ssh,REJ,519.0,994,0,0,2,3,0,0,23,65,0.08,0.4,0.9,0.07,68,55,BruteForce
49.35,udp,other,SF,147.0,65,0,0,0,0,0,0,140,42,0.05,0.21,0.55,0.43,255,47,Botnet
4.85,tcp,http,SF,1359.0,153,0,0,0,0,0,0,20,30,0.0,0.0,0.88,0.09,48,86,Normal
108.45,tcp,private,SF,236.0,262,0,0,0,0,0,0,127,24,0.07,0.18,0.62,0.27,255,7,Botnet
0.53,icmp,http,SF,2466.0,7919,0,0,0,0,0,0,34,3,0.0,0.0,0.99,0.02,45,220,Normal
6.84,tcp,ssh,SF,795.0,1046,0,0,2,5,2,0,60,51,0.14,0.19,0.83,0.05,33,137,BruteForce
10.2,tcp,smtp,SF,185.0,445,0,0,5,4,2,0,53,22,0.03,0.15,0.88,0.02,54,141,BruteForce
8.25,tcp,ftp,SF,729.0,789,0,0,5,2,0,0,44,22,0.04,0.24,0.98,0.07,64,32,BruteForce
24.88,tcp,private,SF,86.0,53,0,0,2,0,1,0,67,31,0.0,0.24,0.42,0.4,255,24,Botnet
3.39,tcp,ftp,SF,231.0,2265,0,0,0,0,0,0,7,17,0.0,0.07,0.83,0.08,8,64,Normal
5.44,tcp,ftp,SF,566.0,685,0,0,3,5,1,0,28,58,0.15,0.21,0.98,0.03,61,21,BruteForce
2.02,tcp,ssh,SF,1469.0,3878,0,0,0,0,0,0,27,24,0.0,0.01,0.85,0.09,25,230,Normal
97.73,tcp,dns,SF,330.0,104,0,0,0,0,0,0,24,8,0.09,0.01,0.66,0.3,255,22,Botnet
80.08,tcp,other,SF,307.0,275,0,0,0,0,0,0,24,39,0.13,0.12,0.79,0.29,255,34,Botnet
7.8,tcp,ftp,SF,366.0,413,0,0,5,3,1,0,35,85,0.08,0.15,0.83,0.07,137,145,BruteForce
10.13,udp,other,SF,362.0,158,0,0,2,0,0,0,25,18,0.12,0.11,0.62,0.56,255,38,Botnet
11.11,tcp,ssh,SF,522.0,322,0,0,1,5,1,0,29,10,0.05,0.37,0.87,0.09,44,38,BruteForce
0.36,tcp,ssh,SF,3334.0,3458,0,0,0,0,0,0,6,9,0.0,0.0,0.89,0.01,19,70,Normal
4.14,tcp,ssh,SF,140.0,327,0,0,1,5,1,0,20,60,0.13,0.25,0.9,0.09,27,133,BruteForce
115.29,tcp,dns,SF,266.0,105,0,0,0,0,0,0,32,18,0.25,0.26,0.54,0.41,255,33,Botnet
13.53,tcp,ftp,SF,292.0,672,0,0,3,5,0,0,27,94,0.08,0.28,0.96,0.09,23,63,BruteForce
0.0,icmp,other,S0,0.0,0,0,0,0,0,0,0,366,319,0.96,0.18,0.85,0.04,255,26,DoS
0.0,tcp,private,S0,512.0,0,0,0,0,0,0,0,163,442,0.85,0.07,0.87,0.05,255,61,DoS
72.46,tcp,other,SF,186.0,238,0,0,0,0,0,0,138,11,0.02,0.05,0.73,0.48,255,34,Botnet
13.62,tcp,smtp,SF,408.0,765,0,0,3,5,1,0,32,60,0.11,0.05,0.99,0.03,140,130,BruteForce
2.29,icmp,dns,SF,298.0,7299,0,0,0,0,0,0,17,23,0.0,0.0,0.89,0.05,39,196,Normal
71.12,tcp,private,SF,381.0,394,0,0,0,0,0,0,129,41,0.25,0.28,0.52,0.52,255,22,Botnet
3.37,tcp,http,SF,2004.0,649,0,0,0,0,0,0,24,29,0.02,0.0,0.96,0.07,6,208,Normal
76.83,tcp,dns,SF,286.0,317,0,0,1,0,1,0,82,34,0.18,0.27,0.67,0.53,255,35,Botnet
55.73,tcp,private,S0,365.0,320,0,0,1,0,1,0,78,23,0.23,0.05,0.5,0.25,255,44,Botnet
12.67,tcp,ftp,SF,234.0,144,0,0,4,3,1,0,18,50,0.04,0.39,0.99,0.05,23,27,BruteForce
107.19,tcp,other,S0,88.0,235,0,0,0,0,0,0,24,41,0.16,0.26,0.71,0.5,255,6,Botnet
12.53,tcp,ssh,REJ,544.0,1150,0,0,4,5,0,0,89,38,0.12,0.14,0.84,0.09,129,93,BruteForce
55.69,udp,private,SF,296.0,333,0,0,0,0,0,0,26,34,0.07,0.1,0.62,0.47,255,23,Botnet
13.52,tcp,smtp,SF,225.0,135,0,0,2,2,0,0,88,89,0.0,0.29,0.92,0.07,139,80,BruteForce
1.74,tcp,ftp,SF,197.0,805,0,0,4,3,0,0,26,67,0.12,0.27,0.98,0.05,68,33,BruteForce
89.85,tcp,dns,S0,311.0,307,0,0,0,0,0,0,119,45,0.3,0.24,0.79,0.21,255,27,Botnet
31.99,tcp,dns,SF,253.0,207,0,0,0,0,0,0,143,44,0.25,0.05,0.43,0.45,255,16,Botnet
0.2,tcp,ftp,SF,4300.0,3186,0,0,0,0,0,0,31,15,0.0,0.0,0.91,0.11,44,146,Normal
4.23,tcp,ssh,REJ,458.0,103,0,0,2,4,1,0,61,31,0.06,0.33,0.91,0.0,61,144,BruteForce
27.35,tcp,dns,SF,53.0,322,0,0,1,0,0,0,41,47,0.16,0.0,0.73,0.57,255,30,Botnet
2.17,tcp,dns,S0,1029.0,1884,0,0,0,0,0,0,31,20,0.0,0.01,0.98,0.02,5,191,Normal
2.09,tcp,smtp,SF,669.0,1174,0,0,2,3,0,0,90,23,0.08,0.39,0.88,0.02,109,65,BruteForce
29.54,udp,dns,SF,90.0,81,0,0,0,0,0,0,72,22,0.2,0.06,0.55,0.22,255,23,Botnet
11.26,tcp,ssh,REJ,696.0,897,0,0,1,5,0,0,23,16,0.04,0.12,0.84,0.08,127,49,BruteForce
9.96,tcp,ssh,SF,4274.0,2522,0,0,0,0,0,0,2,17,0.04,0.0,0.82,0.07,7,141,Normal
1.31,tcp,ssh,SF,189.0,1144,0,0,3,3,2,0,19,93,0.15,0.11,0.83,0.06,149,70,BruteForce
10.72,tcp,ssh,SF,714.0,880,0,0,4,2,2,0,75,88,0.2,0.29,0.9,0.01,112,136,BruteForce
0.79,udp,dns,SF,2693.0,7216,0,0,0,0,0,0,1,32,0.0,0.04,0.93,0.13,79,211,Normal
79.57,udp,private,SF,261.0,244,0,0,0,0,0,0,54,19,0.13,0.03,0.46,0.31,255,34,Botnet
26.42,udp,dns,SF,391.0,303,0,0,0,0,0,0,126,13,0.25,0.06,0.76,0.39,255,48,Botnet
78.33,tcp,dns,SF,396.0,287,0,0,0,0,0,0,144,44,0.04,0.08,0.64,0.32,255,41,Botnet
0.0,udp,http,S0,0.0,0,3,0,0,0,0,0,215,404,0.87,0.14,0.91,0.04,255,70,DoS
0.0,icmp,other,S0,1024.0,0,0,0,0,0,0,0,445,211,0.8,0.08,0.94,0.03,255,223,DoS
9.09,tcp,ssh,REJ,137.0,201,0,0,2,2,0,0,16,38,0.15,0.14,1.0,0.07,117,25,BruteForce
1.41,udp,other,SF,997.0,5462,0,0,0,0,0,0,29,7,0.0,0.0,0.91,0.13,47,240,Normal
11.83,tcp,ftp,SF,351.0,725,0,0,2,5,0,0,94,67,0.05,0.33,0.88,0.05,51,43,BruteForce
5.85,tcp,ssh,SF,769.0,1155,0,0,2,4,0,0,98,78,0.15,0.15,0.99,0.05,73,26,BruteForce
31.83,udp,private,SF,389.0,366,0,0,0,0,1,0,33,19,0.01,0.04,0.59,0.22,255,15,Botnet
0.0,tcp,other,REJ,1024.0,0,0,0,0,0,0,0,437,509,0.78,0.09,0.87,0.04,255,85,DoS
2.32,tcp,http,SF,2187.0,1918,0,0,0,0,0,0,1,29,0.0,0.0,0.86,0.07,18,192,Normal
7.15,tcp,smtp,SF,467.0,1163,0,0,4,3,0,0,68,68,0.14,0.2,0.91,0.04,115,82,BruteForce
12.15,tcp,other,SF,298.0,116,0,0,0,0,0,0,51,18,0.01,0.07,0.54,0.21,255,23,Botnet
0.0,tcp,private,REJ,1024.0,0,0,0,0,0,0,0,426,425,1.0,0.02,0.93,0.07,255,63,DoS
0.0,udp,http,REJ,512.0,0,0,0,0,0,0,0,214,269,0.94,0.19,0.96,0.04,255,99,DoS
0.0,tcp,ssh,SF,888.0,5232,0,0,0,0,0,0,23,5,0.0,0.0,0.85,0.06,4,85,Normal
0.0,tcp,private,S0,512.0,0,0,0,0,0,0,0,464,479,0.97,0.06,0.94,0.07,255,82,DoS
0.0,tcp,http,REJ,512.0,0,0,0,0,0,0,0,384,187,0.78,0.19,0.89,0.1,255,67,DoS
6.86,tcp,http,SF,136.0,1299,0,0,0,0,0,0,16,18,0.0,0.0,0.9,0.09,44,217,Normal
1.01,udp,dns,S0,2977.0,5857,0,0,0,0,0,0,16,29,0.0,0.0,0.96,0.11,50,156,Normal
7.72,tcp,ssh,REJ,483.0,696,0,0,3,3,0,0,36,25,0.11,0.37,0.82,0.03,123,101,BruteForce
44.73,tcp,private,SF,258.0,258,0,0,2,0,0,0,33,12,0.1,0.27,0.71,0.27,255,24,Botnet
71.86,udp,private,SF,334.0,165,0,0,0,0,0,0,143,24,0.25,0.1,0.54,0.52,255,22,Botnet
3.92,tcp,smtp,REJ,379.0,184,0,0,3,5,1,0,59,43,0.14,0.0,0.94,0.03,53,137,BruteForce
0.08,tcp,other,SF,284.0,5893,0,0,0,0,0,0,27,8,0.02,0.0,0.95,0.14,94,210,Normal
0.08,tcp,ssh,SF,2372.0,5329,0,0,0,0,0,0,34,31,0.0,0.05,0.84,0.08,37,87,Normal
2.39,tcp,smtp,SF,788.0,927,0,0,4,3,0,0,40,47,0.15,0.26,0.82,0.05,122,66,BruteForce
21.3,udp,other,SF,155.0,211,0,0,0,0,1,0,115,6,0.15,0.23,0.63,0.59,255,21,Botnet
4.57,tcp,smtp,SF,952.0,182,0,0,0,0,0,0,4,22,0.11,0.0,0.84,0.07,17,89,Normal
12.3,tcp,smtp,SF,563.0,408,0,0,4,5,2,0,71,15,0.1,0.29,0.94,0.07,142,93,BruteForce
4.14,tcp,smtp,SF,213.0,806,0,0,4,2,1,0,91,42,0.05,0.37,0.87,0.0,74,138,BruteForce
1.73,tcp,http,SF,1298.0,3334,0,0,0,0,0,0,11,33,0.07,0.0,0.98,0.0,85,80,Normal
0.0,tcp,other,S0,512.0,0,0,0,0,0,0,0,180,407,0.93,0.17,0.92,0.03,255,133,DoS
0.0,tcp,http,S0,0.0,0,0,0,0,0,0,0,499,478,0.9,0.09,0.94,0.04,255,141,DoS
53.25,udp,other,SF,59.0,269,0,0,0,0,0,0,90,19,0.08,0.17,0.7,0.31,255,20,Botnet
42.93,tcp,dns,SF,338.0,257,0,0,0,0,0,0,46,46,0.26,0.06,0.66,0.45,255,6,Botnet
100.24,tcp,private,S0,283.0,236,0,0,0,0,0,0,70,11,0.12,0.04,0.45,0.37,255,31,Botnet
0.0,tcp,http,S0,64.0,0,0,0,0,0,0,0,499,345,0.98,0.07,0.87,0.1,255,67,DoS
47.26,udp,private,SF,291.0,205,0,0,1,0,0,0,53,18,0.23,0.01,0.47,0.37,255,36,Botnet
5.47,tcp,ssh,REJ,497.0,411,0,0,1,2,0,0,22,36,0.0,0.07,0.88,0.03,137,114,BruteForce
1.74,tcp,dns,SF,143.0,6103,0,0,0,0,0,0,22,16,0.0,0.0,0.85,0.07,36,135,Normal
102.54,udp,dns,SF,343.0,216,0,0,0,0,0,0,36,36,0.16,0.18,0.75,0.22,255,13,Botnet
7.26,icmp,ssh,SF,131.0,5276,0,0,0,0,0,0,14,2,0.08,0.0,0.82,0.03,11,50,Normal
0.0,tcp,http,S0,512.0,0,0,0,0,0,0,0,351,503,0.81,0.16,0.92,0.06,255,229,DoS
5.28,tcp,smtp,REJ,298.0,932,0,0,2,3,0,0,58,11,0.15,0.28,0.94,0.02,112,43,BruteForce
0.0,tcp,other,REJ,0.0,0,3,0,0,0,0,0,294,240,0.84,0.0,0.95,0.0,255,16,DoS
104.12,tcp,private,SF,149.0,104,0,0,0,0,1,0,47,21,0.1,0.27,0.71,0.24,255,5,Botnet
54.73,tcp,other,SF,382.0,276,0,0,0,0,0,0,46,26,0.03,0.02,0.42,0.31,255,27,Botnet
55.05,udp,dns,SF,216.0,286,0,0,0,0,0,0,135,18,0.14,0.26,0.63,0.49,255,38,Botnet
92.01,tcp,private,SF,88.0,150,0,0,1,0,0,0,49,39,0.15,0.19,0.68,0.45,255,6,Botnet
108.95,tcp,other,SF,160.0,287,0,0,0,0,1,0,64,14,0.07,0.21,0.75,0.38,255,10,Botnet
7.81,tcp,smtp,SF,336.0,275,0,0,1,4,0,0,31,25,0.09,0.06,0.89,0.01,107,32,BruteForce
99.68,tcp,other,SF,265.0,171,0,0,0,0,1,0,45,31,0.25,0.18,0.5,0.27,255,49,Botnet
0.0,udp,other,S0,512.0,0,0,0,0,0,0,0,462,197,0.92,0.06,0.91,0.07,255,203,DoS
12.25,tcp,other,SF,268.0,119,0,0,0,0,0,0,30,19,0.25,0.29,0.71,0.52,255,6,Botnet
1.81,udp,http,SF,3511.0,2655,0,0,0,0,0,0,19,22,0.13,0.0,0.82,0.14,1,221,Normal
5.97,tcp,ssh,SF,222.0,1190,0,0,4,2,0,0,80,59,0.19,0.09,0.98,0.01,90,93,BruteForce
88.45,udp,other,S0,,172,0,0,0,0,0,0,52,17,0.04,0.14,0.6,0.54,255,16,Botnet
98.77,udp,dns,SF,359.0,247,0,0,0,0,0,0,117,12,0.0,0.17,0.52,0.2,255,27,Botnet
9.94,tcp,ssh,SF,452.0,433,0,0,1,5,0,0,73,61,0.18,0.27,0.98,0.08,98,52,BruteForce
3.15,tcp,ftp,SF,412.0,682,0,0,1,2,0,0,65,30,0.12,0.38,0.99,0.1,98,43,BruteForce
0.0,tcp,other,S0,512.0,0,0,0,0,0,0,0,385,252,0.81,0.17,0.99,0.07,255,52,DoS
39.32,tcp,other,SF,127.0,298,0,0,0,0,1,0,129,23,0.1,0.27,0.54,0.41,255,33,Botnet
0.0,tcp,private,S0,64.0,0,0,0,0,0,0,0,294,204,0.82,0.04,0.93,0.08,255,75,DoS
4.62,tcp,ssh,SF,236.0,587,0,0,4,2,0,0,12,52,0.18,0.11,0.9,0.04,142,66,BruteForce
6.34,tcp,smtp,REJ,331.0,541,0,0,3,2,0,0,24,23,0.2,0.33,0.8,0.02,47,61,BruteForce
0.0,tcp,private,S0,0.0,0,1,0,0,0,0,0,243,476,0.96,0.01,0.87,0.04,255,195,DoS
32.03,tcp,dns,SF,262.0,190,0,0,0,0,0,0,59,41,0.1,0.24,0.46,0.43,255,29,Botnet
9.63,tcp,smtp,SF,733.0,454,0,0,4,3,2,0,74,28,0.19,0.17,0.86,0.07,43,88,BruteForce
8.94,tcp,ftp,SF,774.0,599,0,0,1,5,0,0,11,42,0.11,0.34,0.89,0.09,27,147,BruteForce
18.47,udp,private,SF,258.0,74,0,0,0,0,0,0,125,41,0.01,0.29,0.7,0.36,255,40,Botnet
0.0,tcp,other,S0,1024.0,0,0,0,0,0,0,0,297,409,0.97,0.04,0.86,0.06,255,143,DoS
81.53,tcp,dns,SF,152.0,185,0,0,0,0,0,0,61,46,0.17,0.06,0.64,0.22,255,5,Botnet
11.28,tcp,ssh,SF,387.0,1137,0,0,3,4,0,0,46,18,0.15,0.39,0.97,0.01,25,52,BruteForce
73.02,tcp,other,SF,377.0,55,0,0,0,0,0,0,53,34,0.25,0.19,0.72,0.24,255,44,Botnet
12.26,tcp,smtp,REJ,520.0,1130,0,0,4,3,0,0,31,84,0.18,0.18,0.83,0.06,78,47,BruteForce
